LOAD,PART,LS-66-WRRG-BotInnerTine,135
LOAD,PART,LS-66-WRRG-TopOuterTine,78
LOAD,PART,LS-66-WRRG-BotOuterTine,41
LOAD,PART,LS-60-WRRG-BotOuterTine,2
LOAD,PART,LS-60-WRRG-TopOuterTine,24
LOAD,PART,LS-54-TopOuterTine,12
LOAD,PART,LS-60-WRRG-BotInnerTine,31
